Organisation Name,Address 1,Address 2,Address 3,Address 4,City,County,Post Code,Country,Website,Constitution,Sector,Type
Ash Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Ashby de la Zouch Museum,,,,,,,,,www.ashbydelazouchmuseum.org.uk,Charity & Trusts,Museum,Independent
Barbican House Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Beeston Castle,,,,,Tarporley,Cheshire,CW6 9TX,England,,Charity & Trusts,Museum,Independent
Berkshire and Westminster Dragoons Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
"Blackwell, The Arts & Crafts House",,,,,Bowness-on-Windermere,Cumbria,LA23 3JR,England,,Charity & Trusts,Museum,Independent
Bluebell Railway Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Bolton Steam Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Brantwood,,,,,Coniston,Cumbria,LA21 8AD,England,,Charity & Trusts,Museum,Independent
"Buckland Abbey, National Trust",,,,,Yelverton,Devon,PL20 6EY,England,http://www.nationaltrust.org.uk/main/w-vh/w-visits/w-findaplace/w-bucklandabbey/,Charity & Trusts,Museum,Independent
Calke Abbey,,,,,Ticknall,Derbyshire,DE73 1LE,England,,Charity & Trusts,Museum,Independent
Canons Ashby,,,,,Daventry,Northamptonshire,NN11 3SD,England,,Charity & Trusts,Museum,Independent
Clandon Park,,,,,,,,,,Charity & Trusts,Museum,Independent
Clouds Hill,,,,,Wareham,Dorset,BH20 7NQ,England,www.nationaltrust.org.uk,Charity & Trusts,Museum,Independent
Cowper and Newton Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Didcot Railway Centre,,,,,Didcot,Oxfordshire,OX11 7NJ,England,,Charity & Trusts,Museum,Independent
Dyrham Park,,,,,Chippenham,Wiltshire,SN14 8ER,England,http://www.nationaltrust.org.uk/main/w-dyrhampark,Charity & Trusts,Museum,Independent
"English Heritage, Brougham Castle",,,,,Penrith,Cumbria,CA10 2AA,England,,Charity & Trusts,Museum,Independent
Felbrigg Hall (Norfolk),,,,,,,,,,Charity & Trusts,Museum,Independent
Garstang Museum of Archaeology,,,,,,,,,,University,Museum,Independent
George Stephenson's Birthplace,,,,,Wylam,Northumberland,NE41 8BP,England,http://www.nationaltrust.org.uk/main/w-georgestephensonsbirthplace,Charity & Trusts,Museum,Independent
Great Chalfield Manor,,,,,Melksham,Wiltshire,SN12 8NJ,England,http://www.nationaltrust.org.uk/main/w-greatchalfieldmanor,Charity & Trusts,Museum,Independent
Grove Rural Life Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Hampton Court Palace,,,,,East Molesey,Surrey,KT8 9AU,England,,Charity & Trusts,Museum,Independent
Herefordshire Light Infantry Regimental Museum,,Larport Farm,Mordiford,,Hereford,Herefordshire,HR1 4EW,England,,Charity & Trusts,Museum,Independent
House of Manannan,,,,,,,,,,Charity & Trusts,Museum,Independent
John Milton's Cottage,,,,,,,,,,Charity & Trusts,Museum,Independent
"Kensington Palace, State Apartments & Royal Ceremonial Dress Collection",,,,,London,,W8 4PX,England,,Charity & Trusts,Museum,Independent
Kingston Lacy,,,,,Wimborne Minster,Dorset,BH21 4EA,England,www.nationaltrust.org.uk/regions/wessex,Charity & Trusts,Museum,Independent
Lakeland Arts Trust,,,,,Kendal,Cumbria,LA9 5AL,England,,Charity & Trusts,Museum,Independent
Lanhydrock House,,,,,Bodmin,Cornwall,PL30 5AD,England,http://www.nationaltrust.org.uk/main/w-lanhydrock,Charity & Trusts,Museum,Independent
Melford Hall (Suffolk),,,,,,,,,,Charity & Trusts,Museum,Independent
Mottisfont Abbey,,,,,,,,,,Charity & Trusts,Museum,Independent
Museum of the Moving Image,,,,,,,,,,Charity & Trusts,Museum,Independent
"National Trust, Benthall Hall",,,,,Broseley,Shropshire,TF12 5RX,England,www.nationaltrust.org.uk/main/w-benthallhall,Charity & Trusts,Museum,Independent
"National Trust, Berrington Hall",,,,,Leominster,Herefordshire,HR6 0DW,England,www.nationaltrust.org.uk/main/w-berringtonhall,Charity & Trusts,Museum,Independent
"National Trust, Blickling Hall",,,,,,,,,,Charity & Trusts,Museum,Independent
"National Trust, Charlecote Park",,,,,Warwick,Warwickshire,CV35 9ER,England,www.nationaltrust.org.uk/main/w-charlecotepark,Charity & Trusts,Museum,Independent
"National Trust, Cragside",,,,,,,,,www.nationaltrust.org.uk/main/w-cragsidehousegardenandestate,Charity & Trusts,Museum,Independent
"National Trust, Croft Castle",,,,,Leominster,Herefordshire,HR6 9PW,England,www.nationaltrust.org.uk/main/w-croftcastle,Charity & Trusts,Museum,Independent
"National Trust, Hughenden Manor",,,,,High Wycombe,Buckinghamshire,HP14 4LA,England,,Charity & Trusts,Museum,Independent
"National Trust, Knole",,,,,Sevenoaks,Kent,TN15 0RP,England,http://www.nationaltrust.org.uk/main/w-knole,Charity & Trusts,Museum,Independent
Northumberland Hussars Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Old House of Keys,,,,,Castletown,IsleofMan,IM9 1LA,England,http://www.gov.im/mnh/heritage/museums/houseofkeys/index.xml,Charity & Trusts,Museum,Independent
Osterley Park House,,,,,,,,,,Charity & Trusts,Museum,Independent
Oxburgh Hall (Norfolk),,,,,,,,,,Charity & Trusts,Museum,Independent
Oxford University Museums,,,,,Oxford,Oxfordshire,OX1 3PW,England,,University,Museum,Independent
Paycockes (Essex),,,,,,,,,,Charity & Trusts,Museum,Independent
Peckover House and Garden (Cambs),,,,,,,,,,Charity & Trusts,Museum,Independent
Peel Castle,,,,,Peel,IsleofMan,IM5 1TB,England,www.gov.im/mnh/heritage/museums/peelcastle.xml,Charity & Trusts,Museum,Independent
Rachel Kay Shuttleworth Collections,,,,,,,,,,Charity & Trusts,Museum,Independent
RAF Air Defence Radar Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Rayleigh Windmill Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
RNLI Henry Blogg Museum,,,,,,,,,www.rnli.org.uk/henryblogg,Charity & Trusts,Museum,Independent
"Royal College of Music,  Museum of Instruments",,,,,,,,,,University,Museum,Independent
Royal College of Physicians of London Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
Rushen Abbey,,,,,,,,,,Charity & Trusts,Museum,Independent
Ryedale Folk Museum,,,,,Hutton-le-Hole,Yorkshire,Y62 6UA,England,http://www.ryedalefolkmuseum.co.uk/,Charity & Trusts,Museum,Independent
Shaws Corner (Herts),,,,,,,,,,Charity & Trusts,Museum,Independent
Souter Lighthouse,,,,,,,,,,Charity & Trusts,Museum,Independent
Speke Hall,,,,,,,,,,Charity & Trusts,Museum,Independent
St Bartholomews Hospital Museum,,,,,,,,,,Charity & Trusts,Museum,Independent
The Lakes Discovery Museum at the Armitt,,,,,,,,,,Charity & Trusts,Museum,Independent
"University of East Anglia, Sainsbury's Centre for Visual Arts",,,,,Norwich,Norfolk,NR4 7TJ,England,,University,Museum,Independent
Victoria Gallery & Museum,,,,,,,,,,University,Museum,Independent
Wallington,,,,,,,,,,Charity & Trusts,Museum,Independent
Washington Old Hall,,,,,,,,,,Charity & Trusts,Museum,Independent
Wimpole Hall (Cambs),,,,,,,,,,Charity & Trusts,Museum,Independent
Montacute House,-,,,,Montacute,Somerset,TA15 6XP,England,http://www.nationaltrust.org.uk/main/w-montacute,Charity & Trusts,Museum,Independent
"National Trust, Farnborough Hall",-,,,,Banbury,Warwickshire,OX17 1DU,UK,www.nationaltrust.org.uk/main/w-farnboroughhall,Charity & Trusts,Museum,Independent
"National Trust, Petworth House and Park",-,,,,Petworth,West Sussex,GU28 0AE,England,http://www.nationaltrust.org.uk/main/w-petworthhouse,Charity & Trusts,Museum,Independent
Westwood Manor,,,,,Bradford-on-Avon,Wiltshire,BA15 2AF,England,http://www.nationaltrust.org.uk/main/w-westwoodmanor,Charity & Trusts,Museum,Independent
Warwickshire Yeomanry Museum,1 Avon Close,Barford,,,Warwick,Warwickshire,CV35 8BX,England,www.armymuseums.org.uk,Charity & Trusts,Museum,Independent
Brigid Howarth Consultancy Ltd,1 Bellwood Road,,,,London,,SE15 3DE,,http://,Personal Ownership,Museum,Independent
Lowestoft Museum,1 Cranfield Close,,,,Lowestoft,Suffolk,NR33 7EL,England,,Charity & Trusts,Museum,Independent
Brightlingsea Museum,1 Duke Street,,,,Brightlingsea,Essex,CO7 0EA,England,,Charity & Trusts,Museum,Independent
Royal Geographical Society (with IBG),1 Kensington Gore,,,,London,Greater London,SW7 2AR,England,http://www.rgs.org/HomePage.htm,Charity & Trusts,Museum,Independent
Museum of the Royal Pharmaceutical Society,1 Lambeth High Street,,,,London,,SE1 7JN,England,,Charity & Trusts,Museum,Independent
Woburn Heritage Centre Trust,1 Leighton Street,,,,Woburn,Bedfordshire,MK17 9PJ,England,,Charity & Trusts,Museum,Independent
Frome Museum,1 North Parade,,,,Frome,Somerset,BA11 1BG,England,http://www.fromemuseum.org.uk/,Charity & Trusts,Museum,Independent
Epworth Old Rectory,1 Rectory Street,Epworth,,,Doncaster,Yorkshire,DN9 1HX,England,http://www.epwortholdrectory.org.uk/,Charity & Trusts,Museum,Independent
Octavia Hill Birthplace Museum,1 South Brink Place,,,,Wisbech,Cambridgeshire,PE13 1JE,England,,Charity & Trusts,Museum,Independent
East Surrey Museum,1 Stafford Road,,,,Caterham,Surrey,CR3 6JG,England,www.eastsurreymuseum.org,Charity & Trusts,Museum,Independent
Museum in Docklands,1 Warehouse,West India Quay,Hertsmere Road,,London,,E14 4AL,England,,Charity & Trusts,Museum,Independent
Glastonbury Abbey,10 Linden Grove,,,,Taunton,Somerset,TA1 1EF,England,www.glastonburyabbey.com,Charity & Trusts,Museum,Independent
Wymondham Heritage Museum,10 The Bridewell,Norwich Road,,,Wymondham,Norfolk,NR18 0NS,England,,Charity & Trusts,Museum,Independent
Castle Point Transport Museum,105 Point Road,,,,Canvey Island,Essex,SS8 7TP,England,,Charity & Trusts,Museum,Independent
British Lawnmower Museum,106-114 Shakespere Street,,,,Southport,Merseyside,PR8 5AJ,England,,Charity & Trusts,Museum,Independent
Godalming Museum,109A High Street,,,,Godalming,Surrey,GU7 1AQ,England,,Charity & Trusts,Museum,Independent
Inns of Court & City Yeomanry Museum,11 Stone Buildings,Lincoln's Inn,,,London,,WC2A 3TG,England,,Charity & Trusts,Museum,Independent
Cambridge Museum of Technology,116 Ramsden Square,,,,Cambridge,Cambridgeshire,CB4 2BL,England,,Charity & Trusts,Museum,Independent
Fan Museum,12 Crooms Hill,,,,London,,SE10 8ER,England,,Charity & Trusts,Museum,Independent
Tring Local History Museum,12 Friars Walk,,,,Tring,Hertfordshire,HP23 4AY,England,,Charity & Trusts,Museum,Independent
London Canal Museum,12/13 New Wharf Road,Kings Cross,,,London,,N1 9RT,England,www.canalmuseum.org.uk,Charity & Trusts,Museum,Independent
Ben Uri Gallery,126 Albert Street,Camden,,,London,,NW1 7NE,England,,Charity & Trusts,Museum,Independent
Left Field,129 Ramsden Road,,,,London,,SW12 8RF,,http://,Personal Ownership,Museum,Independent
Sir John Soane's Museum,13 Lincoln's Inn Fields,,,,London,,WC2A  3BP,England,http://www.soane.org/,Charity & Trusts,Museum,Independent
Fleur De Lis Heritage Centre,13 Preston Street,,,,Faversham,Kent,ME13 8NS,England,http://www.faversham.org/pages/business_directory_item.aspx?i_PageID=131655&i_DirectoryID=39,Charity & Trusts,Museum,Independent
"Museum of Archaeology, Classics and Egyptology",14 Abercromby Square,,,,Liverpool,Merseyside,L69 7WZ,England,,University,Museum,Independent
Bailiffgate Museum,14 Bailiffgate,,,,Alnwick,Northumberland,NE66 1LX,England,www.bailiffgatemuseum.co.uk,Charity & Trusts,Museum,Independent
Chatteris Museum,14 Church Lane,,,,Chatteris,Cambridgeshire,PE16 6JA,England,,Charity & Trusts,Museum,Independent
Lydia Eva and Mincarlo Charitable Trust,15 Milton Road East,,,,Lowestoft,Suffolk,NR32 1NT,England,http://www.lydiaeva.org.uk/,Charity & Trusts,Museum,Independent
Lostwithiel Museum,16 Fore street,,,,Lostwithiel,Cornwall,PL22 0BW,England,,Charity & Trusts,Museum,Independent
"National Trust, Antony House",16 Fore Street,The Parade,,,Torpoint,Cornwall,PL11 2QA,England,http://www.nationaltrust.org.uk/main/w-antony,Charity & Trusts,Museum,Independent
Bath Royal Literary & Scientific Institution,16-18 Queen Square,,,,Bath,Somerset,BA1 2HP,England,www.bath.ac.uk/BRLSI,Charity & Trusts,Museum,Independent
Dr Johnson's House,17 Gough Square,,,,London,,EC4A 3DE,England,,Charity & Trusts,Museum,Independent
Saltash Heritage Study Centre,17 Lowes Fore Street,,,,Saltash,Cornwall,PL12 6JQ,England,http://www.saltash-heritage.co.uk/,Charity & Trusts,Museum,Independent
Hertford Museum,18 Bull Plain,,,,Hertford,Hertfordshire,SG14 1DT,England,,Charity & Trusts,Museum,Independent
Maidenhead Heritage Museum,18 Park Street,,,,Maidenhead,Berkshire,L6 1SL,England,www.maidenheadheritage.org.uk/,Charity & Trusts,Museum,Independent
Herschel House and Museum,19 New King Street,,,,Bath,Somerset,BA1 2BL,England,,Charity & Trusts,Museum,Independent
Padstow Museum,19 Treverbyn Road,,,,Padstow,Cornwall,PL28 8DN,England,www.padstow-museum.co.uk,Charity & Trusts,Museum,Independent
Manchester Jewish Museum,190 Cheetham Hill Road,,,,Manchester,Greater Manchester,M8 8LW,England,,Charity & Trusts,Museum,Independent
Royal Crown Derby Museum,194 Odmaston Road,,,,Derby,Derbyshire,DE23 8JZ,England,,Charity & Trusts,Museum,Independent
Theatre Museum,1E Tavistock Street,Covent Garden,,,London,,WC2E 7PR,England,,Charity & Trusts,Museum,Independent
Foulness Heritage Centre,2 Armagh Road,,,,Shoeburyness,Essex,SS3 9LB,England,,Charity & Trusts,Museum,Independent
North Yorkshire Moors Railway,2 Limstone Road,Burniston,,,Scarborough,,YO13 0DG,,http://www.nymr.co.uk/,Charity & Trusts,Museum,Independent
Darfield Area Amenity Society,2 Vicar Road,Darfield,,,Barnsley,Yorkshire,S73 8LZ,England,,Charity & Trusts,Museum,Independent
"National Trust, Sunnycroft",200 Holyhead Road,,,,Telford,,TF1 2DR,,www.nationaltrust.org.uk/main/w-sunnycroft,Charity & Trusts,Museum,Independent
Rufford Old Hall,200 Liverpool Road,Rufford,,,Ormskirk,Lancashire,L40 1SG,England,,Charity & Trusts,Museum,Independent
Brighton Fishing Museum,201 King's Road Arches,,,,Brighton,East Sussex,BN1 1ND,England,http://www.brightonfishingmuseum.org.uk/,Charity & Trusts,Museum,Independent
Piddington Roman Villa Museum,21 Bridge Meadow,Denton,,,Northampton,Northamptonshire,NN7 1DA,England,www.unas.org.uk,Charity & Trusts,Museum,Independent
RAF Millom,21 Holborn Hill,,,,Millom,Cumbria,LA18 5BH,England,,Charity & Trusts,Museum,Independent
Anaesthesia Museum,21 Portland Place,Westminster,,,London,,W1B 1PY,England,,Charity & Trusts,Museum,Independent
Wimbledon Society Museum of Local History,22 Ridgway,Wimbledon,,,London,,SW19 4QD,England,,Charity & Trusts,Museum,Independent
Cambridge & County Folk Museum,2-3 Castle Street,,,,Cambridge,Cambridgeshire,CB3 0AQ,England,,Charity & Trusts,Museum,Independent
Port Sunlight Museum,23 King George's Drive,Port Sunlight,,,Wirral,Merseyside,CH62 5DX,England,www.portsunlightvillage.com,Charity & Trusts,Museum,Independent
Sharpe's Pottery Visitor Centre,23 West Street,,,,Swadlincote,Derbyshire,DE11 9DG,England,,Charity & Trusts,Museum,Independent
Handel House Museum,23-25 Brook Street,Mayfair,,,London,,W1K 4HB,England,,Charity & Trusts,Museum,Independent
Priest's House Museum & Garden,23-27 High Street,,,,Wimborne Minster,Dorset,BH21 1HR,England,,Charity & Trusts,Museum,Independent
Carlyle's House,24 Cheyne Row,Kensington & Chelsea,,,London,,SW3 5HL,England,,Charity & Trusts,Museum,Independent
Lancaster Leading Edge History Group,24 High Street,Burton in Lonsdale,,,Carnforth,Lancashire,LA6 3JU,England,,Charity & Trusts,Museum,Independent
Emsworth Museum,24 Hollybank Lane,,,,Emsworth,Hampshire,PO10 7UE,England,,Charity & Trusts,Museum,Independent
Sutton House - National Trust,2-4 Homerton High Street,Hackney,,,London,,E9 9JQ,England,,Charity & Trusts,Museum,Independent
Bacup Natural History Museum,24 Yorkshire Street,,,,Bacup,Lancashire,OL13 9AE,England,,Charity & Trusts,Museum,Independent
Topsham Museum,25 The Strand,Topsham,,,Exeter,Devon,EX3 0AX,England,www.devonmuseums.net/topsham,Charity & Trusts,Museum,Independent
North Devon Maritime Museum,26 Fore Street,,,,Northam,Devon,EX39 1AW,England,www.devonmuseums.net/appledore,Charity & Trusts,Museum,Independent
Chard and District Museum,26 Helliers Close,,,,Chard,Somerset,,England,www.somerset.gov.uk/chrdmus,Charity & Trusts,Museum,Independent
Norfolk Nelson Museum,26 South Quay,,,,Great Yarmouth,Norfolk,NR30 2RG,England,,Charity & Trusts,Museum,Independent
Kelmscott House,26 Upper Mall,Hammersmith & Fulham,,,London,,W6 9TA,England,,Charity & Trusts,Museum,Independent
Fairlynch Museum,27 Fore Street,,,,Budleigh Salterton,Devon,EX9 6NP,England,http://www.fairlynchmuseum.org.uk/Fairlynch_news1.htm,Charity & Trusts,Museum,Independent
Bath Postal Museum,27 Northgate Street,,,,Bath,Somerset,BA1 1AJ,England,www.bathpostalmuseum.org,Charity & Trusts,Museum,Independent
House of Correction Prison and Police Museum,27 St Marygate,,,,Ripon,Yorkshire,HG4 1LX,England,http://www.riponmuseums.co.uk/,Charity & Trusts,Museum,Independent
Mechanical Music Museum & Bygones Trust,27 St Peters Close,,,,Stowmarket,Suffolk,IP14 1LF,England,,Charity & Trusts,Museum,Independent
Cars of the Stars Motor Museum,27 Station Street,,,,Keswick,Cumbria,CA12 5HH,England,,Charity & Trusts,Museum,Independent
Slough Museum,278-286 High Street,,,,Slough,Berkshire,SL1 1NB,England,http://www.sloughmuseum.org/,Charity & Trusts,Museum,Independent
Design Museum,28 Shad Thames,Butlers Wharf,,,London,,SE1 2YD,England,www.designmuseum.org,Charity & Trusts,Museum,Independent
Open Eye Gallery,28-32 Wood Street,,,,Liverpool,Merseyside,L1 4AQ,England,,Charity & Trusts,Museum,Independent
Teignmouth Museum,29 French Street,,,,Teignmouth,Devon,TQ14 8ST,England,http://www.teignmuseum.org.uk/,Charity & Trusts,Museum,Independent
Newton Abbot Town & GWR Museum,2A St Pauls Road,,,,Newton Abbot,Devon,TQ12 2HP,England,www.devon museums.net,Charity & Trusts,Museum,Independent
Rye Castle Museum (East Street),3 East Street,,,,Rye,East Sussex,TN39 7JY,England,http://www.ryemuseum.co.uk/,Charity & Trusts,Museum,Independent
Museum of Dartmoor Life,3 West Street,,,,Okehampton,Devon,EX20 1HQ,England,http://www.museumofdartmoorlife.eclipse.co.uk/,Charity & Trusts,Museum,Independent
Helicopter Museum,31 Old Banwell Road,,,,Weston-Super-Mare,Somerset,BS24 8BT,England,www.helicoptermuseum.co.uk,Charity & Trusts,Museum,Independent
Rochdale Pioneers Museum,31 Toad Lane,,,,Rochdale,Lancashire,OL12 0NU,England,,Charity & Trusts,Museum,Independent
Barnet Museum,31 Wood Street,Barnet,,,London,,EN5 4BE,England,,Charity & Trusts,Museum,Independent
Prickwillow Engine Trust,32 Hall Street,,,,Soham,Cambridgeshire,CB7 5BW,England,,Charity & Trusts,Museum,Independent
Instituto Cervantes,326-330 (Unit 8) Deansgate,,,,Manchester,Greater Manchester,M3 4FN,England,,Charity & Trusts,Museum,Independent
The Public Catalogue Trust,33 Maiden Lane,Covent Garden,,,London,Greater London,WC2E 7JS,UK,http://http://www.thepcf.org.uk,Charity & Trusts,Museum,Independent
Tyneside Locomotive Museum Trust,33 Stocksfield Avenue,,,,Newcastle upon Tyne,Tyne & Wear,NE5 2DX,England,,Charity & Trusts,Museum,Independent
Cartoon Museum,35 Little Russell Street,,,,London,Greater London,WC1A 2HH,UK,www.cartoonmuseum.org,Charity & Trusts,Museum,Independent
The New Room,36 The Horsefair,,,,Bristol,,BS1 3JE,England,methodist.org.uk/new.room,Charity & Trusts,Museum,Independent
Musical Museum,368 High Street,Brentford,,,Hounslow,Middlesex,TW8 OBD,England,,Charity & Trusts,Museum,Independent
Suffolk Museums Group,39 Constitutional Hill,,,,Ipswich,Suffolk,IP1 3RL,England,,Charity & Trusts,Museum,Independent
Estorick Collection of Modern Italtian Art,39A Canonbury Square,,,,London,,N1 2AN,England,,Charity & Trusts,Museum,Independent
Cavalcade of Costume,4 Anne Close,,,,Blandford Forum,Dorset,DT11 7NU,England,,Charity & Trusts,Museum,Independent
Louth Museum,4 Broadbank,,,,Louth,Lincolnshire,LN11 6EQ,England,www.louthmuseum.co.uk,Charity & Trusts,Museum,Independent
Royal Birmingham Society of Artists,4 Brook Place,St Paul's Square,,,Birmingham,West Midlands,B3 1SA,England,http://www.rbsa.org.uk/,Charity & Trusts,Museum,Independent
Swinford Museum,4 Burford Road,Filkins,,,Lechlade,Gloucestershire,GL7 3JQ,England,,Charity & Trusts,Museum,Independent
Holst Birthplace Museum,4 Clarence Road,,,,Cheltenham,Gloucestershire,GL52 2AY,England,www.holstmuseum.org.uk,Charity & Trusts,Museum,Independent
Westonzoyland Pumping Station,4 Hillside Cottages,Barrow Street,Barrow Gurney,,Bristol,Somerset,BS48 3RX,England,http://www.wzlet.org/,Charity & Trusts,Museum,Independent
Swaffham Museum,4 London Road,,,,Swaffham,Norfolk,NR1 2DH,England,,Charity & Trusts,Museum,Independent
Dorchester Abbey Museum,4 Page Furlong,Dorchester-on-Thames,,,Wallingford,Oxfordshire,OX10 7PU,England,http://www.dorchester-abbey.org.uk/museum.htm,Charity & Trusts,Museum,Independent
The Insch Connection Museum,4 Rannes Street,,,,Insch,,AB52 6WN,Scotland,www.thisisnorthscotland.co.uk,Charity & Trusts,Museum,Independent
Winchelsea Museum,4 St Giles Close,Rectory Lane,,,Winchelsea,East Sussex,TN36 4JA,England,,Charity & Trusts,Museum,Independent
House on Crutches Museum,4 Tan House,Church Street,,,Bishops Castle,Shropshire,SY9 5AA,England,www.bchrc.co.uk,Charity & Trusts,Museum,Independent
Foundling Museum,40 Brunswick Square,,,,London,,WC1N 1AU,England,,Charity & Trusts,Museum,Independent
John Moore Countryside Museum,41 Church Street,,,,Tewkesbury,Gloucestershire,GL20 5SN,England,,Charity & Trusts,Museum,Independent
Wiltshire Heritage Museum,41 Long Street,,,,Devizes,Wiltshire,SN10 1NS,England,www.wiltshireheritage.org.uk,Charity & Trusts,Museum,Independent
Watchet Market House Museum,42 Liddymore Road,,,,Watchet,Somerset,,England,,Charity & Trusts,Museum,Independent
Canvey Island Heritage Centre,42 May Avenue,,,,Canvey Island,Essex,SS8 7EU,England,,Charity & Trusts,Museum,Independent
Wigston Framework Knitters Museum,42/44 Bushloe End,,,,Wigston,Leicestershire,LE18 2BA,England,www.lrmf.org.uk/p2-Museums.html#26,Charity & Trusts,Museum,Independent
Felixstowe Museum,430 High Street,,,,Felixstowe,Suffolk,IP11 9QP,England,,Charity & Trusts,Museum,Independent
Gainsborough's House,46 Gainsborough Street,,,,Sudbury,Suffolk,CO10 6EU,England,www.gainsborough.org,Charity & Trusts,Museum,Independent
Ragged School Museum,46-50 Copperfield Road,Bow,,,London,,E3 4RR,England,,Charity & Trusts,Museum,Independent
Ware Museum,46A Trinity Road,,,,Ware,Hertfordshire,SG12 7DB,England,,Charity & Trusts,Museum,Independent
York Archaeological Trust,47 Aldwark,,,,York,Yorkshire,YO1 7BX,England,,Charity & Trusts,Museum,Independent
Maldon District Museum Association,47 Mill Road,,,,Maldon,Essex,CM9 5HX,England,,Charity & Trusts,Museum,Independent
Charles Dickens Museum,48 Doughty Street,,,,London,Greater London,WC1N 2LX,UK,www.dickensmuseum.com,Charity & Trusts,Museum,Independent
Bankside Gallery,48 Hopton Street,Blackfriars,Southwark,,London,,SE1 9JH,England,,Charity & Trusts,Museum,Independent
"Wesley's Chapel, Museum of Methodism & John Wesley's House",49 City Road,,,,London,,EC1Y 1AU,England,www.wesleyschapel.org.uk,Charity & Trusts,Museum,Independent
Amersham Museum,49 High Street,,,,Amersham,Buckinghamshire,HP7 0DP,England,www.amershammuseum.org/,Charity & Trusts,Museum,Independent
Frenchay Village Museum,5 Cliffcourt Drive,Frenchay,,,Bristol,,BS16 1LP,England,www.frenchay.org/museum.html,Charity & Trusts,Museum,Independent
Second World War Experience Centre,5 Feast Field (off Town Street),Horsforth,,,Leeds,Yorkshire,LS18 4TJ,England,http://www.war-experience.org/,Charity & Trusts,Museum,Independent
Sudbury Hall,5 Main Road,Sudbury,,,Ashbourne,Derbyshire,DE6 5HT,,,Charity & Trusts,Museum,Independent
Building of Bath Museum,5 Sydney Buildings,Bathwick Hill,,,Bath,Somerset,BA2 6BZ,England,www.bath-preservation-trust.org.uk,Charity & Trusts,Museum,Independent
Congleton Museum,51 Waggs Road,,,,Congleton,Cheshire,CW12 4BT,England,,Charity & Trusts,Museum,Independent
Kegworth Museum,52 High Street,Kegworth,,,Coalville,Leicestershire,DE74 2DA,England,www.kegworthmuseum.org.uk/,Charity & Trusts,Museum,Independent
Anne Of Cleves House Museum,52 Southover High Street,,,,Lewes,East Sussex,BN7 1JA,England,,Charity & Trusts,Museum,Independent
Brighton Toy and Model Museum,52/55 Trafalgar Street,,,,Brighton,East Sussex,BN1 4EB,UK,http://www.brightonfishingmuseum.org.uk/index.html,Charity & Trusts,Museum,Independent
Torquay Museum,529 Babbacombe Road,,,,Torquay,Devon,TQ1 1HG,England,www.torquaymuseum.org,Charity & Trusts,Museum,Independent
Locksmith's House,54 New Road,,,,Walsall,West Midlands,WV13 2DA,England,www.locksmithshouse.co.uk,Charity & Trusts,Museum,Independent
Measham Museum,56 High Street,,,,Measham,Derbyshire,DE12 7HZ,England,,Charity & Trusts,Museum,Independent
Woodbridge Museum,5a Market Hill,,,,Woodbridge,Suffolk,IP12 4LP,England,,Charity & Trusts,Museum,Independent
Bruce Stait Memorial Museum,6 Dowches Cottages,,,,Kelvedon,Essex,CO5 9JE,England,,Charity & Trusts,Museum,Independent
Mildenhall & District Museum,6 King Street,Mildenhall,,,Bury St Edmunds,Suffolk,IP28 7EX,England,,Charity & Trusts,Museum,Independent
Grassington Folk Museum,6 The Square,,,,Grassington,,BD23 5AQ,,http://www.grassingtonfolkmuseum.org.uk/,Charity & Trusts,Museum,Independent
Arundel Museum & Heritage Centre,61 High Street,,,,Arundel,West Sussex,BN18 9AJ,England,www.arundelmuseum.org.uk/,Charity & Trusts,Museum,Independent
Tewkesbury Museum,64 Barton Street,,,,Tewkesbury,Gloucestershire,GL20 5 PX,England,http://www.tewkesburymuseum.org/,Charity & Trusts,Museum,Independent
British Dental Association Museum,64 Wimpole Street,,,,London,Greater London,W1G 8YS,England,www.bda.org,Charity & Trusts,Museum,Independent
Mr Straw's House,7 Blyth Grove,,,,Worksop,Nottinghamshire,S81 0JG,England,,Charity & Trusts,Museum,Independent
East Anglia Transport Museum,7 Brick Kiln Avenue,,,,Beccles,Suffolk,NR34 9RS,England,,Charity & Trusts,Museum,Independent
The Foyer Federation,7 Gorsey Road,,,,Wilmslow,Cheshire,SK9 5DU,England,,Charity & Trusts,Museum,Independent
Somerset Cricket Museum,7 Priory Avenue,,,,Taunton,Somerset,TA1 1XX,England,http://www.somersetcricketmuseum.co.uk/,Charity & Trusts,Museum,Independent
Carlisle Cathedral Treasury Museum,7 The Abbey,,,,Carlisle,Cumbria,CA3 8TZ,England,,Charity & Trusts,Museum,Independent
Weardale Museum,7 Windyside,Westgate-in-Weardale,,,Bishop Auckland,Durham,DL13 1NR,England,www.weardalemuseum.co.uk,Charity & Trusts,Museum,Independent
